sentence	label
take its sweet time to get wherever it 's going 	0
it 's hard to imagine another director ever making his wife look so bad in a major movie . 	0
a sub-formulaic slap 	0
flimsy 	0
great team 	1
a vivid , spicy footnote to history , 	1
narc takes a walking-dead , cop-flick subgenre and beats new life into it . 	1
` blade ii ' just does n't cut it 	0
it 's refreshing that someone understands the need for the bad boy ; diesel , with his brawny frame and cool , composed delivery , fits the bill perfectly 	1
iwai 's gorgeous visuals 	1
a heartfelt romance for teenagers 	1
immensely ambitious , 	1
cinematic intoxication 	1
though flawed 	0
one of france 's most inventive directors 	1
talent and wit to elevate it beyond its formula to the level of classic romantic comedy to which it aspires 	1
to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining 	0
the slapstick is labored , and the bigger setpieces flat 	0
it gets very ugly , very fast 	0
has none of the crackle of `` fatal attraction '' , `` 9 1/2 weeks '' , or even `` indecent proposal '' , and feels more like lyne 's stolid remake of `` lolita '' 	0
force himself on people and into situations that would make lesser men run for cover 	1
angel 	1
that i would have liked it much more if harry & tonto never existed 	0
it 's a shame the marvelous first 101 minutes have to be combined with the misconceived final 5 . 	0
which works so well for the first 89 minutes , but ends so horrendously confusing 	0
is undone by a filmmaking methodology that 's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads . 	0
its visual merits 	1
i did go back and check out the last 10 minutes , but these were more repulsive than the first 30 or 40 minutes . 	0
bewilderingly brilliant and entertaining 	1
efficient , suitably anonymous chiller . 	1
even if it may still leave you wanting more answers as the credits 	0
is a subzero version of monsters , inc. , without the latter 's imagination , visual charm or texture 	0
a great film noir 	1
a terrific performance 	1
to gravity and plummets 	0
's a great american adventure and a wonderful film to bring to imax . 	1
is a masterpiece . 	1
auto focus feels so distant you might as well be watching it through a telescope . 	0
the hours , a delicately crafted film , 	1
good things 	1
spectacular 	1
cinemantic flair 	1
a film that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics 	1
is hugely overwritten , 	0
unreligious 	0
of an especially well-executed television movie 	1
-- worst of all -- 	0
enjoyable undercover brother 	1
knows everything and answers all questions , is visually smart , cleverly written , 	1
adding the rich details and go-for-broke acting that heralds something special 	1
's even more remarkable 	1
i do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold . 	1
succumbs to gravity and plummets 	0
captures the intended , er , spirit of the piece 	1
are some movies that hit you from the first scene 	1
great writer 	1
lack contrast , are murky and are frequently too dark to be decipherable . 	0
of bright young men -- promising , talented , charismatic and tragically 	1
leaning on badly-rendered cgi effects 	0
to call the film ` refreshing 	1
is tedious though ford and neeson capably hold our interest , but its just not a thrilling movie . 	0
the production design , score and choreography are simply intoxicating . 	1
is actually 	1
requiring a great deal of thought 	1
highly-praised disappointments i 	0
sarah 's dedication to finding her husband seems more psychotic than romantic 	0
i pledge allegiance to cagney and lacey . 	1
a classic fairy tale 	1
lurches between not-very-funny comedy , unconvincing dramatics 	0
` the château is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . ' 	0
is hardly a perverse , dangerous libertine and agitator -- which would have made for better drama . 	0
any thinking person is bound to appreciate 	1
holm does his sly , intricate magic , and 	1
a fair bit 	1
that anyone in his right mind would want to see the it 	0
victims 	0
a fairly enjoyable mixture of longest yard ... and the 1999 guy ritchie 	1
its dying 	0
originality ai n't on the menu , but there 's never a dull moment in the giant spider invasion comic chiller . 	1
breathe life into this somewhat tired premise 	1
actually thrilled 	1
this is popcorn movie fun with equal doses of action , cheese , ham and cheek ( as well as a serious debt to the road warrior ) , but it feels like unrealized potential 	1
one of the most entertaining monster movies in ages 	1
far more impact 	1
not all of the stories work and the ones that do are thin and scattered , but the film works well enough to make it worth watching 	1
gets old 	0
moaning about their cruel fate 	0
clever and unflinching in its comic barbs 	1
minor miracle 	1
van wilder has a built-in audience , but only among those who are drying out from spring break and are still unconcerned about what they ingest . 	0
adrift , bentley and hudson stare and sniffle , respectively , as ledger attempts , in vain , to prove that movie-star intensity can overcome bad hair design . 	0
shows excess in business and pleasure , allowing us to find the small , human moments , and leaving off with a grand whimper 	1
some fine acting , but ultimately a movie with no reason for being . 	0
nothing about crime 	0
comfort food 	1
zoning ordinances to protect your community from the dullest science fiction 	0
hoffman 's performance is authentic to the core of his being . 	1
's just that it 's so not-at-all-good . 	0
crackles 	1
be underestimated 	0
topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights . 	0
'll trudge out of the theater feeling as though you rode the zipper after eating a corn dog and an extra-large cotton candy . 	0
no lika 	0
penetrating 	1
showtime deserves the hook . 	0
too amateurish and 	0
to view one of shakespeare 's better known tragedies as a dark comedy 	1
low-brow humor , gratuitous violence and a disturbing disregard 	0
of breathtaking , awe-inspiring visual poetry 	1
marry science fiction with film noir and action flicks 	1
full-bodied characterizations 	1
kwan is a master of shadow , quietude , and room noise , 	1
if it had been only half-an-hour long or a tv special , the humor would have been fast and furious -- at ninety minutes , it drags . 	0
that it 's boring 	0
seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do . 	1
appears to have been modeled on the worst revenge-of-the-nerds clichés the filmmakers could dredge up 	0
and slack direction 	0
the movie completely transfixes the audience . 	1
crematorium chimney fires and stacks of dead bodies 	0
devotees 	1
's a great deal of corny dialogue and preposterous moments 	0
caper movies that 's hardly any fun to watch 	0
